order_id,customer_id,order_ts,product_category,price,quantity,status
cd78820f-8fdf-4536-9f0f-ec0b81928a74,23e61f5c-d9c1-4cbb-aec5-5cc9ebeaea64,2025-07-06T09:20:55,electronics,391.25,4,completed
65a1ed36-6b8b-4b84-bd01-cd787c715df8,4d5f67f4-6bce-41ac-a5c8-2b3847cc4cef,2025-06-19T17:46:55,books,53.25,1,completed
42b9a5ac-51b9-4397-b16a-3d37cf840907,0b1c5fc8-34da-4777-8fd7-409625b9b2c9,2025-06-08T03:08:55,electronics,240.87,3,completed
570ef1dd-3982-4b05-a23f-08d740dc6d26,a7d4c99a-076b-43f6-ad59-4cfdd0ce7dfc,2025-06-13T20:36:55,electronics,315.86,5,cancelled
2d2d5471-85eb-48e5-aad2-9602711d7c55,4eafa12b-8143-4d7c-829d-c68ef74cd2aa,2025-06-07T05:31:55,toys,326.16,2,completed
a73bab1b-6580-44db-8047-3f40e73dda6c,98788998-a722-4009-a6b3-abbf7ee026ea,2025-08-17T00:19:55,home,344.07,5,completed
3182067e-c116-4ef3-9081-d0cdae30e817,39659c61-b5c7-40b9-aff6-b8c30dc275e8,2025-06-15T03:33:55,electronics,48.42,2,completed
c58611de-ec05-4fc0-bd81-349f98fbd21b,9301f0b6-e3c9-4218-859b-300f83963973,2025-05-03T05:21:55,toys,316.43,1,completed
ee48fef7-d72d-4b2c-928e-2c6e315d3b25,dd11c6ea-6c00-42e2-bcac-987c4ecee71a,2025-06-01T05:43:55,beauty,55.07,1,completed
17ceef93-7c5f-49f1-a10d-5e767fb27ded,00b535c6-ef48-424d-bfa2-85ba98e1b19e,2025-05-12T02:07:55,beauty,312.32,1,completed
78ee2e96-12d9-451c-9898-46b57af09745,249f7e73-59ee-4092-b07d-6befe1bfc6cf,2025-07-21T19:16:55,sports,378.44,5,completed
459e1171-0e6d-46fb-8e64-92ffe0cf5a5d,ac43188a-f46a-46f2-9ea9-90e1973b9c4f,2025-06-24T10:16:55,books,385.79,4,completed
923a4348-12a5-4ce1-bb00-4b693b8aff61,98ecfd09-3f24-4ef0-bf8d-4e0b140de6b9,2025-07-17T02:51:55,books,198.66,1,completed
26e43c36-c504-4a6c-822f-a36e1ef55d27,60e33bfc-934d-48e4-b43c-e8ae13b78342,2025-05-15T05:24:55,toys,63.59,5,completed
df6c12dc-82c3-4c6a-be1f-26e819bf4249,9f45c71a-8058-4934-9fe1-1f583634cc53,2025-08-23T18:23:55,beauty,286.3,5,completed
62d863ac-2399-4ac9-9d27-e1116ec6991c,590c790e-ec5e-427c-9e8b-aa24571f4ca5,2025-06-23T04:51:55,sports,244.14,1,completed
98b8a077-b2d9-4488-98a1-35dfdac8812d,f6bc4514-080e-4649-b9a5-4e004a2dd26e,2025-08-27T16:55:55,home,308.74,4,completed
ca6eb593-8ec4-4cb4-a430-a40d52869569,8d9b682b-a28b-475c-82ed-ac57eb8a7eb4,2025-07-21T17:18:55,books,168.46,4,completed
923a752f-4a0b-430a-9cd7-fbfb1265dfaf,3a043768-654a-4e80-b5be-82a7b23b7d5d,2025-07-15T05:55:55,sports,128.46,3,completed
e11359ae-43dd-4ad7-9b39-16aecb4725b4,3662fbbc-a684-4013-a5cf-ce261939eccf,2025-07-07T15:46:55,electronics,276.29,1,cancelled
3e4ce528-dfd2-4937-8e1f-93127525cd6d,9e7b1271-e471-4c0b-b8ab-030327eaed9a,2025-05-16T01:23:55,toys,43.14,2,completed
78244bb1-bbca-4054-8932-3983bb9a3454,3817572c-42eb-4bf0-96c6-9ee4348ef7b0,2025-08-09T19:15:55,toys,382.87,1,completed
43b3ac0e-b926-453e-9ff5-a8bcc8525b4f,638b1260-bf68-4853-8c96-c71f9d9c69b9,2025-07-14T07:17:55,books,267.81,1,completed
11f8bc80-55e1-4280-87ee-f58eaee8990c,72a1ed2e-c8d3-4136-b740-cc8f74f47d08,2025-06-21T21:06:55,beauty,143.9,2,completed
47022901-673a-4438-94ff-760db853ce3d,e3552081-c3af-42be-890d-fadd6c45c749,2025-05-28T16:27:55,toys,93.58,5,completed
225229d7-ebc5-49c9-a894-7f9d45714a31,6243474b-a273-4897-9c34-10e72e08fdd8,2025-07-06T10:19:55,books,115.03,5,completed
e976bee9-4e4f-400d-ab54-f05c6dfaede5,47a26240-27e2-4607-8ed8-b8b06ce0d685,2025-08-21T16:47:55,beauty,258.87,3,completed
e3f60196-21b8-477a-a33c-f623f9e7ba80,6c5aca5d-1d14-4024-a32c-f44debee48a5,2025-05-05T18:55:55,toys,282.57,3,completed
8f9819e9-65a2-438e-9e89-6f05e0b1c6a7,428c8295-e13a-4155-bb6e-a72c65b4cf27,2025-05-01T15:06:55,books,61.58,1,completed
cb9cc4b4-f50b-48f4-ad2c-b2e57c59662d,b4efec6c-a919-4abc-aff7-beba3358427e,2025-05-26T08:17:55,sports,388.87,5,completed
90c4315e-6872-4a85-88cb-4960c5a2f5d8,b3d9f74d-7e4b-4765-9762-5a76d3614508,2025-06-08T16:21:55,toys,184.19,3,completed
00a140bd-efde-4763-85dd-9e1153a9d2e5,8e4927c2-e6d8-4326-9392-2115a9d6dbd1,2025-06-28T13:41:55,electronics,229.2,2,completed
797f1e61-8702-4906-bf59-539487f411ee,c4113c2b-f1c6-472e-ac85-2046e5084ba2,2025-05-29T04:10:55,toys,24.66,4,completed
6cc5e0f9-fd8c-4523-8409-735f02f13e8c,04e53fda-bee0-47c2-b78d-677973b78676,2025-07-16T16:58:55,home,179.61,5,completed
a018f229-7aca-47fe-b300-78e153268e41,5cba2299-6081-4060-b7e1-6eb684a429aa,2025-05-21T05:42:55,sports,48.8,5,completed
d075f280-28b9-4708-8a89-e777c5912d56,471cdf3f-e0df-40ff-8297-a4506c34eb78,2025-07-28T02:33:55,books,126.83,5,completed
4792931e-8f79-43e8-972c-b9862f0929df,ad9c0192-765e-402e-be51-c972d8966510,2025-05-10T11:46:55,home,124.06,3,completed
3172609e-e00a-4059-9aa6-553709988fe2,5fd50527-af3e-4fcc-8b77-a2cb48d378aa,2025-06-22T05:02:55,books,8.05,2,completed
de508937-e1fa-4ae2-9eb5-2a13d1938999,b7e853aa-231e-4d57-8633-58f994a171c9,2025-05-24T00:51:55,beauty,282.95,3,completed
ecc0d254-fe0a-497b-a817-e6604fc9919b,4c04ade8-6b37-43ff-a38b-cfaf1dd1e134,2025-05-13T15:20:55,electronics,298.11,4,completed
0a075934-05dc-4777-aafd-fd2c7554fd3a,de96fae6-1fcc-4cd2-aded-1160dc74a806,2025-05-14T16:37:55,books,232.42,4,completed
054e5858-d4ff-4d44-8b92-b1bb71df8d10,6265b64c-28c5-489e-b82d-d9648a84ebec,2025-06-22T05:20:55,home,13.24,5,completed
ad28a4a4-a5ce-4e02-9434-3ae06a75f190,b30e8c0e-3b01-4e5d-8b0c-67e78495c87c,2025-07-23T06:37:55,books,368.31,1,completed
086c5372-9d1a-4d53-bb94-2789628e80a1,b6059c04-a2c8-4215-a48b-06ff8fe3093f,2025-06-13T19:29:55,books,163.18,3,completed
35001025-9c93-4008-b4ab-28679cf96959,24eaa950-e193-483f-b5af-62a0dace2ac1,2025-07-01T07:47:55,beauty,312.75,1,completed
55c02487-9731-4f15-8f88-177205b0794b,a5583d97-050c-45a6-ae7e-4ae2e4ee19fc,2025-08-05T02:40:55,toys,362.84,2,completed
4fd3fece-1cf5-4384-9255-edc1032b5525,dfe56422-4d28-4865-ad5c-36e0d1f2445f,2025-06-12T12:42:55,beauty,106.11,2,completed
06732288-feef-4c98-9a37-3f3563c72dce,d840736e-433b-4499-88cf-58410b0cc1ff,2025-08-27T20:23:55,books,380.76,4,completed
e078f4dc-8174-4c77-9f7b-49909ba7635b,eb0a588e-4583-4672-9a19-4d2fd99d7b20,2025-08-11T03:25:55,beauty,182.32,5,completed
610ec297-241d-44ca-9298-eba38c4b893f,b141856e-74ff-4d29-9eef-8daa0c163994,2025-06-28T08:33:55,books,252.75,1,completed
8d074c15-ed58-4d14-9b3a-f73bc1123877,99956d7b-ec30-4192-bd8a-e023a6364fee,2025-07-24T21:10:55,beauty,124.61,1,completed
b4b0712b-7c7d-43ef-a0e4-a1855bcd2b55,7d720c44-89fc-458b-8360-9409bca72983,2025-07-03T14:05:55,electronics,127.61,1,completed
88ad2422-e738-4cbc-956e-50373ebbd0d5,6886a030-0a50-4684-aeb5-c8d66d707704,2025-07-06T15:28:55,electronics,35.31,5,completed
a6e18dc4-2893-4ab7-aa14-b2bdf8245821,d3286eb2-954d-4d49-bd7f-544d0023fa2d,2025-08-16T16:00:55,sports,187.77,1,completed
f70a5d7f-faf1-40c3-a834-5486726e3974,19bfe5e5-9a7e-48c8-846c-d5b0c6eff267,2025-07-21T09:20:55,toys,230.8,5,refunded
824958d6-ce8f-49e6-a34a-931e64d79100,f1167731-c85b-4990-84e3-c748279f9b33,2025-07-26T02:29:55,electronics,383.3,3,completed
0650374f-3a4d-46d1-b928-12942948c4b5,c7d73452-b149-47e0-9feb-cbea17a688b4,2025-05-15T20:52:55,sports,73.16,4,completed
678ac9a6-3151-4ed0-ab90-8eb7cce709dc,cf09191d-aead-46f4-a10c-c790f99dcb7a,2025-07-19T12:17:55,toys,245.87,3,completed
a1693c79-4de8-42b2-b53d-b2652c2e9fab,48b8b022-c49c-4dab-9222-50aa8326d99e,2025-07-10T01:04:55,electronics,138.66,3,completed
a0c5394c-9a8a-4ae9-8588-0048bfa393b0,53cf36b6-cc2e-42c3-ba25-d2191e91271b,2025-05-12T12:24:55,toys,225.4,3,completed
94b62d5f-e7bc-42b2-b73b-f16ff97168f6,d149e827-e2f1-435f-ad5c-7ba67d099c59,2025-08-28T01:00:55,toys,243.07,1,cancelled
66320911-9bd4-4358-92d0-5e9503706375,6c5aca5d-1d14-4024-a32c-f44debee48a5,2025-08-14T14:27:55,sports,367.11,4,completed
340746bc-f560-4142-a2c9-e41859dd0716,6c5aca5d-1d14-4024-a32c-f44debee48a5,2025-05-23T23:49:55,beauty,375.51,4,completed
c025c5d2-7049-4b91-af6c-e5370557f92b,fe02740f-464c-4396-944a-7598d2b35afc,2025-08-25T15:53:55,sports,326.21,5,completed
e8e61d48-bf4c-4867-b265-3efad8d67b97,4b444958-eb5e-442a-ab50-5547a2128a1c,2025-05-17T12:44:55,electronics,172.25,3,completed
164f4ecb-ec1b-4083-a69e-e951366a7dac,164dc4e5-e972-48d6-919f-c81b321d4269,2025-06-25T17:53:55,books,89.61,2,completed
8743e39e-57a0-49df-9d63-2dc44c2c9257,68a4bf0a-1b14-4a5f-98b4-a2de4a7d5732,2025-06-10T18:12:55,electronics,66.2,5,cancelled
eeec49aa-9186-47b9-8f53-898e826506c7,f705949c-7c97-4986-8ec1-3d9065d62967,2025-08-06T18:43:55,sports,354.05,3,completed
103528e7-5b39-4ae7-9f44-0b5fd15c4f98,994a8b24-a0ce-4043-8ad0-4ac6a65fac44,2025-08-21T00:39:55,home,153.8,5,completed
0fcc83a3-b79c-4b3d-86cb-c0b722f0aa22,cf09191d-aead-46f4-a10c-c790f99dcb7a,2025-05-30T15:41:55,sports,22.26,2,completed
c551f502-23a6-4892-8a25-e93f0bbcf062,140a65eb-01e8-4842-92b9-ca5f966ca1b3,2025-07-20T09:10:55,books,302.19,2,completed
128ebb7f-f963-4dfe-94b1-3d1da4e052a7,140a65eb-01e8-4842-92b9-ca5f966ca1b3,2025-08-05T17:33:55,books,386.41,2,completed
268cdfe3-f27d-46f4-a402-c7c0f6afba17,8b782544-80f5-4705-a445-9c97cdf55f2e,2025-07-06T11:33:55,books,230.32,3,completed
ec4ff569-d51a-43ea-a70b-3499dadda74a,aac3e719-de6a-4708-928e-55e4bd19c6b4,2025-07-09T00:51:55,home,170.37,5,completed
df525fd6-3b14-407f-95e4-fa0631b96228,97f5e13c-dbbd-479e-85d8-88c28f0c0789,2025-05-25T17:06:55,toys,25.61,5,completed
233cd36f-ba50-4694-9a5a-ea34cb6fdad6,d763a47e-8abb-46e1-86da-3c9047f64f12,2025-05-19T04:39:55,toys,208.78,1,completed
f834a2f4-0a85-4f40-98db-5c0d18df8902,c57c29f4-069a-483b-aaa4-53b0d73c58a4,2025-05-29T16:50:55,books,362.6,1,completed
35aaa800-c82d-4b77-95ba-d017f50e5592,dbeb89fe-531c-4d9d-aa9a-6be460656f45,2025-06-09T22:31:55,electronics,354.43,4,completed
2c43b8de-1d29-4310-bc05-baa22abe17ef,53cf36b6-cc2e-42c3-ba25-d2191e91271b,2025-05-10T05:06:55,electronics,152.71,3,completed
a37b55f3-e4a3-46a2-8ffd-bc173f97c7ab,b7531ba7-ae8a-4905-8544-59e297a01f2e,2025-06-10T09:27:55,sports,372.68,3,completed
e50f3294-e58c-4b14-a9c5-b457ea9f2a77,46dcea98-45d9-426f-b361-3ce9e51f802c,2025-05-27T02:31:55,books,118.32,2,completed
f1c38c25-eac3-4915-b703-0f78d1510f37,b6059c04-a2c8-4215-a48b-06ff8fe3093f,2025-07-24T22:00:55,electronics,7.07,3,completed
750e9f00-d8bd-4f28-820f-b867931900e3,067812c5-1487-439c-a0a9-fdd0bae86a6b,2025-06-08T18:38:55,beauty,221.78,5,completed
9ae711a6-42ae-4a80-9c68-bbb2ca27d996,efb33ab3-c270-4c9e-984e-e789516051df,2025-07-16T13:39:55,electronics,118.8,1,completed
298d4a76-a614-42ee-beb7-2e2b86a4b6be,b490e531-af73-42a1-a23e-215c9a9a5cf3,2025-06-12T22:11:55,electronics,318.59,1,completed
074f2a8a-1613-4622-bfb3-a08797645f7f,37665ca9-5b5d-44a8-9f91-428b4d661be3,2025-07-30T12:13:55,beauty,11.49,2,completed
27d551ce-8956-4b92-b0a0-26200a748daa,36b73acd-08b8-4ec6-810a-10e7e17c1b88,2025-05-26T15:43:55,home,5.62,5,completed
39b9b38b-cad8-43c8-a280-73985cf2a356,80622294-4066-4a5e-8af3-ea5666184e2f,2025-07-15T08:26:55,toys,268.94,1,completed
db2c46b2-ec00-404d-acb3-b5e18893c451,6c69ed26-ca66-4280-be44-024645d3bf16,2025-08-04T06:49:55,beauty,315.63,1,completed
bbfb1071-769d-49f2-a5b6-3555f1a28a22,184607af-3e78-4b28-8471-62ece7036eb8,2025-07-10T14:21:55,toys,22.2,3,completed
771885c0-eb11-465f-97ab-18352b895fc2,d4da6c36-e08f-44a9-8623-32b845eccdfe,2025-05-03T11:23:55,sports,31.69,1,completed
cee95431-e928-4901-9241-053113446a8a,249f7e73-59ee-4092-b07d-6befe1bfc6cf,2025-08-14T10:48:55,toys,136.34,5,completed
23c62a2d-6d00-4c53-a5ef-fc497d96d801,94c811fd-7b8d-49c5-a196-9d40f6442c9a,2025-07-01T03:34:55,sports,74.16,4,completed
c60630ec-9763-411f-b56d-435bbaa055f2,5206062c-2007-4446-bd05-5c854f40de1d,2025-07-26T15:10:55,sports,325.54,4,completed
0ecebf58-10ed-4055-84ad-6b74f8dd76c8,c19af209-67d8-4259-9c13-e6c6b0e57b0c,2025-05-07T06:01:55,electronics,22.3,3,completed
4af401be-4303-459e-96d9-025e02d3ed20,44f9bf60-ab7e-47a6-8070-60bacc777738,2025-06-25T23:10:55,books,395.7,3,completed
41c7329a-d4eb-4ee9-811f-c868022b8205,b5b5aee0-1dbb-430c-b927-eff68194f006,2025-05-07T04:25:55,electronics,80.49,3,completed
39b320c2-583a-4e97-8f6c-87a90f545735,60a74938-1061-4e4c-921d-6e687b70d686,2025-06-19T06:08:55,books,150.37,4,completed
11e078b1-70a5-4919-b0ce-41c2fcfaced6,99fccba6-43b2-4f5f-a7a9-125d43d7e2f7,2025-07-09T21:42:55,books,78.79,3,completed
5c7b0662-8880-455a-bf02-fabf61013369,9b6ecd22-7e04-43c7-980c-005b7f1beecd,2025-08-03T01:11:55,electronics,37.63,4,completed
ca5026fc-58a8-4fee-a697-0867cede0141,c4227197-9659-43a6-9aec-153a25dde310,2025-08-18T04:35:55,toys,76.28,1,cancelled
bb3ba736-660c-440d-b271-3a6815716c9f,4fe924a1-ec84-4fd2-aef7-8743e5ab67f5,2025-05-15T02:15:55,beauty,121.78,4,completed
e7ba68c7-bd6b-48b4-a3b4-948cbd511e91,a2485182-3e57-4b2b-a851-95bce90124d1,2025-05-30T20:30:55,sports,143.86,3,completed
1b1a662a-d786-4f4c-8a35-cfe7e2184a11,59db0aa9-f47c-41a7-84ac-40aea77fed4a,2025-08-20T10:45:55,electronics,113.45,1,cancelled
3fe1cc07-5113-4bca-ae80-0658ce114d58,ed599904-4cfa-433b-bcfe-a57a11c18bf7,2025-08-24T13:46:55,sports,207.67,2,completed
311f5441-03a9-4f1d-bbb8-e0a8b3558af0,a4bf521e-e17f-4468-a169-ec4078395c35,2025-05-06T04:29:55,books,244.99,1,completed
b7bd1503-4206-43ef-8c2d-1099f92e7813,03194258-c837-42a2-a48e-5e2e0456b7e5,2025-05-23T11:56:55,toys,312.51,4,completed
07e4f69b-8b7c-42be-961b-ae007a9e1b3d,f1167731-c85b-4990-84e3-c748279f9b33,2025-08-11T18:45:55,toys,65.61,3,completed
02901ba5-b25f-43d0-a781-512c5e1c6c74,cfc76a19-fccc-43fc-9757-8cd9bd09432a,2025-07-20T08:02:55,toys,231.7,4,completed
4f1cce36-db4a-4ca8-9b24-9d33a299630a,36bbd319-3cbd-4a7d-a162-9d356c8aedb0,2025-06-26T18:00:55,electronics,103.6,2,completed
51f5e441-71cf-4c88-94b5-a5340f54d536,8a98cd4d-70a3-4563-87ba-515bfaf747ef,2025-07-30T08:47:55,toys,365.85,3,completed
3eaef089-6b38-4325-84ce-713507c4fb36,bff25c29-0d15-44f8-a8f6-336773f534af,2025-07-20T18:13:55,books,246.69,2,completed
9866c229-546a-499d-b974-8570a7eda2f6,dfe56422-4d28-4865-ad5c-36e0d1f2445f,2025-05-22T20:14:55,sports,34.25,4,completed
59e35a1e-dea2-48ca-9701-07aed11be045,6d1988e8-fc96-44e9-a5d2-52777c1107bd,2025-05-16T11:59:55,sports,387.19,3,completed
4ffa3775-450e-4c5a-9319-595061affd2b,1abb97ad-c2f6-4e7d-9b41-41a03f9873bd,2025-05-12T08:09:55,home,119.69,2,completed
8d77b305-8e35-44c0-8f1b-67df47f4c7da,c19af209-67d8-4259-9c13-e6c6b0e57b0c,2025-07-05T07:49:55,home,52.94,2,completed
210fcf2c-3be4-4f41-a328-a080d68d376e,ad72a8d5-2004-4ee0-9f23-8cd9b163cb17,2025-07-29T10:50:55,books,223.84,5,completed
a7291717-b2f8-42bd-a3d0-8bd922f0e77d,6c5aca5d-1d14-4024-a32c-f44debee48a5,2025-05-24T03:24:55,books,39.06,4,completed
0ce4e59f-5436-4323-8516-dcef93ffd049,78dffbc0-41e8-4d50-87f5-833ac678feed,2025-08-04T05:13:55,electronics,166.73,2,completed
013b78f1-ccb8-4f4c-864d-e4b164c23e63,3c0b26d7-1c3a-457a-91e8-07f3e7e120b1,2025-06-27T05:32:55,beauty,182.74,3,completed
502e5340-87e9-4ab4-a8a6-ee0a43e466f3,34c1a4b0-97ff-4666-8fa1-da70f7d9b730,2025-05-23T21:08:55,beauty,313.2,2,completed
306f913a-53bd-4fc2-98f2-62b48dfe55a3,4b9418f2-17bb-478d-b15c-868457e7e558,2025-05-24T00:11:55,electronics,364.73,5,completed
e986d378-a71e-4bb3-8688-f2d0410d40b3,1914b45c-3d71-425b-b972-0c99c642895c,2025-05-28T08:58:55,sports,68.98,2,completed
b68da043-bb6e-425b-8b72-0db2e0fb502e,eb38d2b6-3eae-4f0b-9fef-8461460807e5,2025-07-02T12:13:55,electronics,209.96,3,refunded
98b5c89f-320f-4ab8-9860-dca22f8988b5,60e33bfc-934d-48e4-b43c-e8ae13b78342,2025-06-05T06:05:55,sports,222.58,3,completed
87004659-01b6-4693-abb3-389c791f28ff,7c5f6755-fcc0-4164-a303-ab8d2d9f610d,2025-08-20T08:54:55,beauty,203.52,5,completed
27a40711-e05f-48b9-85ca-e80749d5e95c,46bb5ba1-fa7d-4089-9d62-ff162be89d63,2025-05-28T14:07:55,beauty,251.67,3,completed
11182e8c-5241-4459-ab23-46251788ac4e,c4113c2b-f1c6-472e-ac85-2046e5084ba2,2025-08-11T02:55:55,electronics,346.19,5,completed
7a8d23d2-dab4-465a-b189-c068cd2d27ed,c3aa22c6-fe07-4d95-907d-42935402b825,2025-06-17T16:43:55,beauty,307.95,1,completed
42497d2a-1d07-4766-9eef-63ffec213d11,89674923-8258-47b6-840a-12048fd8165d,2025-07-30T04:23:55,toys,220.5,4,completed
739fd514-8e1a-4f05-b079-4754836aa43d,27ad831b-1a85-4e98-a70e-3c48babfd788,2025-06-14T02:19:55,books,275.57,1,completed
36535c14-c020-460c-bb0f-ee72d0e13651,445df1b4-75be-434a-83f9-99c3600af64f,2025-05-11T10:11:55,home,169.17,3,completed
4764e114-7711-45f0-a15e-b5e516612635,6d1988e8-fc96-44e9-a5d2-52777c1107bd,2025-08-18T22:58:55,sports,345.29,3,completed
790e0b15-ac88-4474-ac1d-a8c10f0e4253,3817572c-42eb-4bf0-96c6-9ee4348ef7b0,2025-07-12T02:27:55,electronics,151.36,3,completed
9aaad5b5-83fd-43e7-b7b1-77f820c2e9c0,c7d73452-b149-47e0-9feb-cbea17a688b4,2025-06-13T12:36:55,home,110.65,1,completed
87c59b73-5623-4320-ae65-1e1b35faa9dc,15ca17c4-f489-4a8c-9f6a-a8ba70492018,2025-05-09T17:31:55,books,156.74,2,completed
db12bacc-038b-410c-93ed-b28852019aca,f6bc4514-080e-4649-b9a5-4e004a2dd26e,2025-05-29T14:10:55,toys,373.83,2,completed
a70e8f73-de2a-472e-8103-ad9f0ef81ac7,e9780d96-c9e8-41e7-9164-60c926f30383,2025-05-29T12:36:55,toys,208.32,4,completed
d3d4069b-3c0f-4817-aac2-b367e41de9a2,b490e531-af73-42a1-a23e-215c9a9a5cf3,2025-05-04T17:41:55,home,160.33,2,completed
65ba4b31-7794-4031-a5f4-3366d1794525,ad42cd7b-8ebb-4366-8eb8-48aa8a7dcc18,2025-08-14T17:06:55,beauty,24.96,4,completed
79b365f5-6ced-4e5e-8b40-98dd974d1ef5,39603d51-b530-4b28-b8bf-ea8c0b2be66a,2025-06-21T12:53:55,home,339.63,3,completed
6df0d167-02d3-44c3-a7a9-30737ec2f870,2c759ebb-4d2d-4542-8899-b3c4cddc286a,2025-07-06T02:32:55,electronics,149.55,5,completed
64cf82cb-620c-4702-b4c1-1e87aba27c01,62e66547-abc3-49dd-9b3b-fcdc8af681f4,2025-08-10T19:02:55,books,223.52,5,completed
d6b48667-86c7-479c-aa73-182285470f79,1f4c9b27-73fe-4599-9047-3b21196c03e6,2025-07-21T12:03:55,sports,115.49,5,completed
eeb435c4-1053-4ddd-8def-ac9b3479c5a0,3ea17893-af58-4331-a4c6-c42f151cb596,2025-05-22T03:31:55,toys,43.19,5,completed
da42d027-dbd9-48e2-a870-89a27e166ca6,8af63d2d-29fb-405d-abac-f628b5514f10,2025-07-06T01:47:55,books,83.63,5,completed
8118c9cd-d052-4bbd-ab68-475f83578c51,395b92b4-5b1a-4f03-b8bf-22a1981c5d79,2025-05-07T20:18:55,books,59.13,5,completed
1718d52e-cfd7-4110-bd96-bbe9906c616e,32bd1b10-2ad2-45e3-9261-41d2c0e10224,2025-07-22T17:02:55,toys,357.79,5,completed
9d73b609-4a4a-48c2-a5a0-552242559118,9e7b1271-e471-4c0b-b8ab-030327eaed9a,2025-06-27T12:06:55,toys,396.29,5,completed
da167409-19bf-4666-a786-5adcbdadb3e6,6d423965-0474-4b8b-9c29-994e55b14cfc,2025-06-30T18:04:55,sports,206.34,5,completed
a873d5c6-c501-425f-bd04-ad6e221e7cae,8d1e14d6-8dcf-4bd2-8a6b-25f2de2fd9a7,2025-06-24T02:14:55,sports,11.57,1,completed
00ba19ab-6f6d-4d93-8188-68f9b17985f4,2370b981-10fc-4192-a853-61e150a1f3db,2025-07-15T08:19:55,sports,319.72,1,completed
a8238223-a946-44e9-812f-269456c95c85,a4bf521e-e17f-4468-a169-ec4078395c35,2025-08-17T04:22:55,beauty,386.99,5,completed
